##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	WT_rep1_ERR458493.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1093957
Sequences flagged as poor quality	0
Sequence length	51
%GC	43
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.507085744686492	31.0	30.0	33.0	28.0	34.0
2	28.675577742086755	31.0	28.0	31.0	16.0	34.0
3	27.469262503005144	31.0	25.0	31.0	16.0	34.0
4	31.09975620613973	35.0	28.0	37.0	19.0	37.0
5	33.49615752721542	35.0	33.0	37.0	28.0	37.0
6	34.46542414372777	35.0	35.0	37.0	31.0	37.0
7	34.86369939586291	35.0	35.0	37.0	32.0	37.0
8	34.927998998132466	35.0	35.0	37.0	32.0	37.0
9	36.57202613996711	38.0	35.0	39.0	32.0	39.0
10	36.67591779201559	39.0	35.0	39.0	32.0	39.0
11	36.649502676979075	39.0	35.0	39.0	32.0	39.0
12	36.526827836925946	38.0	35.0	39.0	32.0	39.0
13	36.557774208675475	38.0	35.0	39.0	32.0	39.0
14	37.65248908320894	39.0	36.0	41.0	32.0	41.0
15	37.69316070010064	39.0	36.0	41.0	32.0	41.0
16	37.674486291508714	39.0	36.0	41.0	32.0	41.0
17	37.48721567666736	39.0	36.0	41.0	32.0	41.0
18	37.491231373810855	39.0	36.0	41.0	32.0	41.0
19	37.55208477115645	39.0	36.0	41.0	32.0	41.0
20	37.58825895350549	39.0	36.0	41.0	32.0	41.0
21	37.54618051715013	39.0	36.0	40.0	32.0	41.0
22	37.38847413563787	39.0	36.0	40.0	32.0	41.0
23	37.3188918760061	39.0	36.0	40.0	32.0	41.0
24	37.354862211220365	39.0	36.0	40.0	32.0	41.0
25	37.37220932815458	39.0	36.0	40.0	32.0	41.0
26	37.310877849860645	39.0	36.0	40.0	31.0	41.0
27	37.2248177944837	39.0	36.0	40.0	31.0	41.0
28	37.12583127124741	39.0	36.0	40.0	31.0	41.0
29	37.124492096124435	39.0	36.0	40.0	31.0	41.0
30	37.08716064708211	39.0	36.0	40.0	31.0	41.0
31	37.07765935955435	39.0	36.0	40.0	31.0	41.0
32	37.0377510267771	39.0	36.0	40.0	31.0	41.0
33	36.99395771497417	39.0	36.0	40.0	30.0	41.0
34	36.92072266094554	39.0	36.0	40.0	30.0	41.0
35	36.85567897092847	39.0	36.0	40.0	30.0	41.0
36	36.6660152090073	39.0	35.0	40.0	30.0	41.0
37	36.65020288731641	38.0	35.0	40.0	30.0	41.0
38	36.630091493541336	38.0	35.0	40.0	30.0	41.0
39	36.5671731155795	38.0	35.0	40.0	30.0	41.0
40	36.48612148375119	38.0	35.0	40.0	30.0	41.0
41	36.400342060976804	38.0	35.0	40.0	30.0	41.0
42	36.03297295963187	38.0	35.0	40.0	29.0	41.0
43	36.25352824653986	38.0	35.0	40.0	30.0	41.0
44	36.37885584168299	38.0	35.0	40.0	30.0	41.0
45	36.454165931567694	39.0	35.0	40.0	30.0	41.0
46	36.39332898825091	39.0	35.0	40.0	30.0	41.0
47	36.32118264246218	39.0	35.0	40.0	30.0	41.0
48	36.18701100683116	38.0	35.0	40.0	30.0	41.0
49	36.055940041519	39.0	35.0	40.0	30.0	41.0
50	35.898298562009295	38.0	35.0	40.0	30.0	41.0
51	34.69877518037729	38.0	33.0	40.0	27.0	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	0.7474714849139268
1101	2	2.3662006221754446
1101	3	2.53258211840971
1101	4	3.6207288499092023
1101	5	1.6658045818484126
1101	6	1.0742402515539382
1101	7	0.8082034608188948
1101	8	0.619854814800398
1101	9	0.5755950392692384
1101	10	0.4963412881654037
1101	11	0.3238213229238909
1101	12	0.5835542247455905
1101	13	0.4483452111642876
1101	14	0.6895164391065052
1101	15	0.542248633304041
1101	16	0.6300285116282254
1101	17	0.3516728115648533
1101	18	0.5199419106083525
1101	19	0.6420042245836228
1101	20	0.45844449764991424
1101	21	0.526895190365714
1101	22	0.7080399513975095
1101	23	0.5353371458929033
1101	24	0.4521023279861325
1101	25	0.5650977264430921
1101	26	0.5160119475533804
1101	27	0.4020679314032236
1101	28	0.4850211897799426
1101	29	0.47561840253766263
1101	30	0.23751828930367935
1101	31	0.436916928205747
1101	32	0.47384022820805427
1101	33	0.4823367773742717
1101	34	0.27200800966073047
1101	35	0.2673808199120984
1101	36	0.4028146578644751
1101	37	0.4060860257044041
1101	38	0.32097423167560635
1101	39	0.23937985262681138
1101	40	0.2987534979925073
1101	41	0.3136795523375895
1101	42	0.6043456832806626
1101	43	0.8005447039951505
1101	44	0.3957171979313898
1101	45	0.2561304756043512
1101	46	0.5351398378816157
1101	47	0.6575627581865646
1101	48	0.683026807359397
1101	49	0.650054238085211
1101	50	0.554301261382065
1101	51	0.8478056112716033
1102	1	0.3468078103531944
1102	2	1.2289775511288425
1102	3	1.955865636362347
1102	4	2.443589812476052
1102	5	0.9730524810080823
1102	6	0.6442961148083342
1102	7	0.32555926677764546
1102	8	0.3321948644566248
1102	9	0.1092502627222558
1102	10	0.3186770406482111
1102	11	0.30394092758393754
1102	12	0.22737823162107418
1102	13	0.10223176578613646
1102	14	0.14379332031353442
1102	15	0.1557596627158091
1102	16	0.3210796479918585
1102	17	0.3132608558734873
1102	18	0.28786470472599746
1102	19	0.15964054047361742
1102	20	0.09106601216480925
1102	21	0.1348437675238543
1102	22	0.15442674475121265
1102	23	-0.04312207870602691
1102	24	0.1352156301251668
1102	25	0.2745610572299526
1102	26	0.19716764847011348
1102	27	0.22772205668970713
1102	28	0.2536661477631341
1102	29	0.18634701216333127
1102	30	0.14850711665280159
1102	31	-0.08379902863153177
1102	32	0.02929167014846712
1102	33	0.06715820594570232
1102	34	-0.023912062913758803
1102	35	-0.13288894708561116
1102	36	0.04475268307456304
1102	37	0.04873427818721865
1102	38	0.017993664448717084
1102	39	0.12793982206913057
1102	40	-0.09312484425348799
1102	41	0.050000216967077904
1102	42	0.34056488687119213
1102	43	0.40377832698980143
1102	44	0.13444308601389565
1102	45	0.09721264710931621
1102	46	0.041782551785360056
1102	47	0.06398583878243613
1102	48	0.2709457817673382
1102	49	0.24943830989575133
1102	50	0.4146849034752691
1102	51	0.1583778515313412
1103	1	0.04859301904720681
1103	2	2.6436140178774323
1103	3	-0.3679426341494363
1103	4	-0.211460493186177
1103	5	0.03798697626235281
1103	6	0.010023206946797814
1103	7	0.16196973090227829
1103	8	0.10039744750326918
1103	9	0.10636255079388235
1103	10	0.100897758913149
1103	11	-0.008122803745486351
1103	12	-0.035459952259351724
1103	13	-0.056073980754902664
1103	14	0.01616431467426338
1103	15	0.06914140752273568
1103	16	-0.058555630972279005
1103	17	0.13879953178720683
1103	18	0.13146454043005917
1103	19	0.19570874037916752
1103	20	-0.08986631602373762
1103	21	0.11913311067620214
1103	22	0.24239514341839197
1103	23	0.16419387594510226
